task_type,arrival_time,metadata
object_detection,0.847,sample_image.jpg
question_answering,0.847,
speech_recognition,0.848,sample_audio.wav
speech_recognition,0.848,sample_audio.wav
image_classification,0.849,sample_image.jpg
object_detection,0.849,sample_image.jpg
speech_recognition,0.851,sample_audio.wav
speech_recognition,0.853,sample_audio.wav
object_detection,0.854,sample_image.jpg
image_classification,0.857,sample_image.jpg
object_detection,0.86,sample_image.jpg
image_classification,0.864,sample_image.jpg
image_classification,0.864,sample_image.jpg
speech_recognition,0.866,sample_audio.wav
image_classification,0.866,sample_image.jpg
question_answering,0.868,
speech_recognition,0.869,sample_audio.wav
object_detection,0.869,sample_image.jpg
question_answering,0.872,
question_answering,0.873,
object_detection,0.873,sample_image.jpg
object_detection,0.875,sample_image.jpg
question_answering,0.876,
question_answering,0.878,
question_answering,0.878,
question_answering,0.879,
question_answering,0.879,
object_detection,0.881,sample_image.jpg
image_classification,0.881,sample_image.jpg
image_classification,0.881,sample_image.jpg
image_classification,0.884,sample_image.jpg
object_detection,0.886,sample_image.jpg
speech_recognition,0.886,sample_audio.wav
question_answering,0.888,
question_answering,0.888,
question_answering,0.889,
speech_recognition,0.889,sample_audio.wav
speech_recognition,0.891,sample_audio.wav
question_answering,0.891,
object_detection,0.892,sample_image.jpg
speech_recognition,0.892,sample_audio.wav
question_answering,0.892,
image_classification,0.896,sample_image.jpg
speech_recognition,0.898,sample_audio.wav
question_answering,0.899,
question_answering,0.901,
question_answering,0.902,
question_answering,0.903,
object_detection,0.903,sample_image.jpg
image_classification,0.903,sample_image.jpg
speech_recognition,0.904,sample_audio.wav
image_classification,0.904,sample_image.jpg
speech_recognition,0.907,sample_audio.wav
image_classification,0.908,sample_image.jpg
image_classification,0.91,sample_image.jpg
speech_recognition,0.911,sample_audio.wav
object_detection,0.912,sample_image.jpg
image_classification,0.914,sample_image.jpg
speech_recognition,0.915,sample_audio.wav
speech_recognition,0.92,sample_audio.wav
question_answering,0.921,
question_answering,0.921,
image_classification,0.923,sample_image.jpg
speech_recognition,0.925,sample_audio.wav
image_classification,0.926,sample_image.jpg
question_answering,0.926,
image_classification,0.929,sample_image.jpg
object_detection,0.929,sample_image.jpg
image_classification,0.93,sample_image.jpg
image_classification,0.932,sample_image.jpg
object_detection,0.933,sample_image.jpg
question_answering,0.935,
image_classification,0.935,sample_image.jpg
image_classification,0.935,sample_image.jpg
speech_recognition,0.936,sample_audio.wav
object_detection,0.939,sample_image.jpg
question_answering,0.939,
image_classification,0.939,sample_image.jpg
speech_recognition,0.939,sample_audio.wav
object_detection,0.941,sample_image.jpg
speech_recognition,0.941,sample_audio.wav
question_answering,0.944,
speech_recognition,0.945,sample_audio.wav
image_classification,0.945,sample_image.jpg
question_answering,0.947,
question_answering,0.947,
object_detection,0.948,sample_image.jpg
speech_recognition,0.948,sample_audio.wav
question_answering,0.948,
object_detection,0.948,sample_image.jpg
speech_recognition,0.949,sample_audio.wav
object_detection,0.95,sample_image.jpg
question_answering,0.953,
question_answering,0.953,
speech_recognition,0.954,sample_audio.wav
object_detection,0.955,sample_image.jpg
question_answering,0.955,
question_answering,0.957,
image_classification,0.958,sample_image.jpg
question_answering,0.959,
speech_recognition,0.959,sample_audio.wav
object_detection,0.96,sample_image.jpg
image_classification,0.962,sample_image.jpg
object_detection,0.962,sample_image.jpg
object_detection,0.964,sample_image.jpg
image_classification,0.965,sample_image.jpg
speech_recognition,0.965,sample_audio.wav
image_classification,0.968,sample_image.jpg
object_detection,0.969,sample_image.jpg
question_answering,0.97,
object_detection,0.97,sample_image.jpg
question_answering,0.971,
question_answering,0.971,
speech_recognition,0.973,sample_audio.wav
speech_recognition,0.974,sample_audio.wav
object_detection,0.975,sample_image.jpg
object_detection,0.976,sample_image.jpg
speech_recognition,0.976,sample_audio.wav
object_detection,0.977,sample_image.jpg
object_detection,0.978,sample_image.jpg
question_answering,0.98,
image_classification,0.981,sample_image.jpg
image_classification,0.982,sample_image.jpg
speech_recognition,0.982,sample_audio.wav
object_detection,0.984,sample_image.jpg
image_classification,0.984,sample_image.jpg
object_detection,0.984,sample_image.jpg
object_detection,0.986,sample_image.jpg
speech_recognition,0.989,sample_audio.wav
speech_recognition,0.99,sample_audio.wav
speech_recognition,0.997,sample_audio.wav
speech_recognition,0.998,sample_audio.wav
speech_recognition,1.0,sample_audio.wav
image_classification,1.003,sample_image.jpg
image_classification,1.003,sample_image.jpg
speech_recognition,1.004,sample_audio.wav
image_classification,1.008,sample_image.jpg
image_classification,1.008,sample_image.jpg
speech_recognition,1.009,sample_audio.wav
image_classification,1.009,sample_image.jpg
image_classification,1.01,sample_image.jpg
image_classification,1.01,sample_image.jpg
image_classification,1.01,sample_image.jpg
image_classification,1.011,sample_image.jpg
image_classification,1.015,sample_image.jpg
image_classification,1.017,sample_image.jpg
image_classification,1.024,sample_image.jpg
image_classification,1.026,sample_image.jpg
image_classification,1.026,sample_image.jpg
image_classification,1.031,sample_image.jpg
image_classification,1.039,sample_image.jpg
image_classification,1.042,sample_image.jpg
image_classification,1.047,sample_image.jpg
